developer,price,items_count,id,year
Ronimo Games,0.0,75.0,204300.0,2012
Ronimo Games,0.0,21.0,204300.0,2012
Ronimo Games,0.0,805.0,204300.0,2012
Ronimo Games,0.0,805.0,204300.0,2012
Ronimo Games,0.0,805.0,204300.0,2012
Ronimo Games,0.0,805.0,204300.0,2012
Ronimo Games,0.0,170.0,204300.0,2012
Ronimo Games,0.0,140.0,204300.0,2012
Ronimo Games,0.0,128.0,204300.0,2012
Ronimo Games,0.0,160.0,204300.0,2012
Ronimo Games,0.0,445.0,204300.0,2012
Ronimo Games,0.0,111.0,204300.0,2012
Ronimo Games,0.0,1097.0,204300.0,2012
Ronimo Games,0.0,378.0,204300.0,2012
Ronimo Games,0.0,17.0,204300.0,2012
Ronimo Games,0.0,98.0,204300.0,2012
Ronimo Games,0.0,82.0,204300.0,2012
Ronimo Games,0.0,70.0,204300.0,2012
Ronimo Games,0.0,155.0,204300.0,2012
Ronimo Games,0.0,249.0,204300.0,2012
Ronimo Games,0.0,130.0,204300.0,2012
Ronimo Games,0.0,27.0,204300.0,2012
Ronimo Games,0.0,147.0,204300.0,2012
Ronimo Games,0.0,69.0,204300.0,2012
Ronimo Games,0.0,641.0,204300.0,2012
Ronimo Games,0.0,56.0,204300.0,2012
Ronimo Games,0.0,198.0,204300.0,2012
Ronimo Games,0.0,43.0,204300.0,2012
Ronimo Games,0.0,113.0,204300.0,2012
Ronimo Games,0.0,205.0,204300.0,2012
Ronimo Games,0.0,148.0,204300.0,2012
Ronimo Games,0.0,341.0,204300.0,2012
Ronimo Games,0.0,161.0,204300.0,2012
Ronimo Games,0.0,33.0,204300.0,2012
Ronimo Games,0.0,59.0,204300.0,2012
Ronimo Games,0.0,160.0,204300.0,2012
Ronimo Games,0.0,87.0,204300.0,2012
Ronimo Games,0.0,20.0,204300.0,2012
Ronimo Games,0.0,179.0,204300.0,2012
Ronimo Games,0.0,127.0,204300.0,2012
Ronimo Games,0.0,163.0,204300.0,2012
Ronimo Games,0.0,157.0,204300.0,2012
Ronimo Games,0.0,70.0,204300.0,2012
Ronimo Games,0.0,38.0,204300.0,2012
Ronimo Games,0.0,52.0,204300.0,2012
Ronimo Games,0.0,192.0,204300.0,2012
Ronimo Games,0.0,33.0,204300.0,2012
Ronimo Games,0.0,200.0,204300.0,2012
Ronimo Games,0.0,47.0,204300.0,2012
Ronimo Games,0.0,154.0,204300.0,2012
Ronimo Games,0.0,43.0,204300.0,2012
Ronimo Games,0.0,85.0,204300.0,2012
Ronimo Games,0.0,25.0,204300.0,2012
Ronimo Games,0.0,512.0,204300.0,2012
Ronimo Games,0.0,61.0,204300.0,2012
Ronimo Games,0.0,189.0,204300.0,2012
Ronimo Games,0.0,42.0,204300.0,2012
Ronimo Games,0.0,148.0,204300.0,2012
Ronimo Games,0.0,334.0,204300.0,2012
Ronimo Games,0.0,340.0,204300.0,2012
Ronimo Games,0.0,85.0,204300.0,2012
Ronimo Games,0.0,29.0,204300.0,2012
Ronimo Games,0.0,150.0,204300.0,2012
Ronimo Games,0.0,66.0,204300.0,2012
Ronimo Games,0.0,189.0,204300.0,2012
Ronimo Games,0.0,18.0,204300.0,2012
Ronimo Games,0.0,126.0,204300.0,2012
Ronimo Games,0.0,58.0,204300.0,2012
Ronimo Games,0.0,108.0,204300.0,2012
Ronimo Games,0.0,170.0,204300.0,2012
Ronimo Games,0.0,54.0,204300.0,2012
Ronimo Games,0.0,145.0,204300.0,2012
Ronimo Games,0.0,122.0,204300.0,2012
Ronimo Games,0.0,50.0,204300.0,2012
Ronimo Games,0.0,182.0,204300.0,2012
Ronimo Games,0.0,31.0,204300.0,2012
Ronimo Games,0.0,180.0,204300.0,2012
Ronimo Games,0.0,22.0,204300.0,2012
Ronimo Games,0.0,12.0,204300.0,2012
Ronimo Games,0.0,37.0,204300.0,2012
Ronimo Games,0.0,6.0,204300.0,2012
Ronimo Games,0.0,23.0,204300.0,2012
Ronimo Games,0.0,29.0,204300.0,2012
Ronimo Games,0.0,39.0,204300.0,2012
Ronimo Games,0.0,32.0,204300.0,2012
Ronimo Games,0.0,42.0,204300.0,2012
Ronimo Games,0.0,106.0,204300.0,2012
Ronimo Games,0.0,64.0,204300.0,2012
Ronimo Games,0.0,78.0,204300.0,2012
Ronimo Games,0.0,237.0,204300.0,2012
Ronimo Games,0.0,17.0,204300.0,2012
Ronimo Games,0.0,86.0,204300.0,2012
Ronimo Games,0.0,62.0,204300.0,2012
Ronimo Games,0.0,33.0,204300.0,2012
Ronimo Games,0.0,81.0,204300.0,2012
Ronimo Games,0.0,12.0,204300.0,2012
Smartly Dressed Games,0.0,174.0,304930.0,2017
Smartly Dressed Games,0.0,152.0,304930.0,2017
Smartly Dressed Games,0.0,59.0,304930.0,2017
Smartly Dressed Games,0.0,33.0,304930.0,2017
Smartly Dressed Games,0.0,82.0,304930.0,2017
Smartly Dressed Games,0.0,45.0,304930.0,2017
Smartly Dressed Games,0.0,131.0,304930.0,2017
Smartly Dressed Games,0.0,75.0,304930.0,2017
Smartly Dressed Games,0.0,111.0,304930.0,2017
Smartly Dressed Games,0.0,193.0,304930.0,2017
Smartly Dressed Games,0.0,51.0,304930.0,2017
Smartly Dressed Games,0.0,66.0,304930.0,2017
Smartly Dressed Games,0.0,86.0,304930.0,2017
Smartly Dressed Games,0.0,75.0,304930.0,2017
Smartly Dressed Games,0.0,46.0,304930.0,2017
Smartly Dressed Games,0.0,80.0,304930.0,2017
Smartly Dressed Games,0.0,73.0,304930.0,2017
Smartly Dressed Games,0.0,29.0,304930.0,2017
Smartly Dressed Games,0.0,55.0,304930.0,2017
Smartly Dressed Games,0.0,126.0,304930.0,2017
Smartly Dressed Games,0.0,166.0,304930.0,2017
Smartly Dressed Games,0.0,72.0,304930.0,2017
Smartly Dressed Games,0.0,72.0,304930.0,2017
Smartly Dressed Games,0.0,72.0,304930.0,2017
Smartly Dressed Games,0.0,72.0,304930.0,2017
Smartly Dressed Games,0.0,104.0,304930.0,2017
Smartly Dressed Games,0.0,89.0,304930.0,2017
Smartly Dressed Games,0.0,87.0,304930.0,2017
Smartly Dressed Games,0.0,124.0,304930.0,2017
Smartly Dressed Games,0.0,34.0,304930.0,2017
Smartly Dressed Games,0.0,22.0,304930.0,2017
Smartly Dressed Games,0.0,53.0,304930.0,2017
Smartly Dressed Games,0.0,54.0,304930.0,2017
Smartly Dressed Games,0.0,54.0,304930.0,2017
Smartly Dressed Games,0.0,54.0,304930.0,2017
Smartly Dressed Games,0.0,54.0,304930.0,2017
Smartly Dressed Games,0.0,54.0,304930.0,2017
Smartly Dressed Games,0.0,54.0,304930.0,2017
Smartly Dressed Games,0.0,54.0,304930.0,2017
Smartly Dressed Games,0.0,54.0,304930.0,2017
Smartly Dressed Games,0.0,54.0,304930.0,2017
Smartly Dressed Games,0.0,360.0,304930.0,2017
Smartly Dressed Games,0.0,123.0,304930.0,2017
Smartly Dressed Games,0.0,53.0,304930.0,2017
Smartly Dressed Games,0.0,14.0,304930.0,2017
Smartly Dressed Games,0.0,60.0,304930.0,2017
Smartly Dressed Games,0.0,49.0,304930.0,2017
Smartly Dressed Games,0.0,141.0,304930.0,2017
Smartly Dressed Games,0.0,141.0,304930.0,2017
Smartly Dressed Games,0.0,141.0,304930.0,2017
Smartly Dressed Games,0.0,141.0,304930.0,2017
Smartly Dressed Games,0.0,142.0,304930.0,2017
Smartly Dressed Games,0.0,18.0,304930.0,2017
Smartly Dressed Games,0.0,116.0,304930.0,2017
Smartly Dressed Games,0.0,42.0,304930.0,2017
Smartly Dressed Games,0.0,65.0,304930.0,2017
Smartly Dressed Games,0.0,275.0,304930.0,2017
Smartly Dressed Games,0.0,32.0,304930.0,2017
Smartly Dressed Games,0.0,73.0,304930.0,2017
Smartly Dressed Games,0.0,83.0,304930.0,2017
Smartly Dressed Games,0.0,142.0,304930.0,2017
Smartly Dressed Games,0.0,45.0,304930.0,2017
Smartly Dressed Games,0.0,79.0,304930.0,2017
Smartly Dressed Games,0.0,155.0,304930.0,2017
Smartly Dressed Games,0.0,27.0,304930.0,2017
Smartly Dressed Games,0.0,46.0,304930.0,2017
Smartly Dressed Games,0.0,51.0,304930.0,2017
Smartly Dressed Games,0.0,113.0,304930.0,2017
Smartly Dressed Games,0.0,70.0,304930.0,2017
Smartly Dressed Games,0.0,71.0,304930.0,2017
Smartly Dressed Games,0.0,21.0,304930.0,2017
Smartly Dressed Games,0.0,93.0,304930.0,2017
Smartly Dressed Games,0.0,91.0,304930.0,2017
Smartly Dressed Games,0.0,166.0,304930.0,2017
Smartly Dressed Games,0.0,96.0,304930.0,2017
Smartly Dressed Games,0.0,270.0,304930.0,2017
Smartly Dressed Games,0.0,99.0,304930.0,2017
Smartly Dressed Games,0.0,71.0,304930.0,2017
Smartly Dressed Games,0.0,41.0,304930.0,2017
Smartly Dressed Games,0.0,55.0,304930.0,2017
Smartly Dressed Games,0.0,139.0,304930.0,2017
Smartly Dressed Games,0.0,63.0,304930.0,2017
Smartly Dressed Games,0.0,47.0,304930.0,2017
Smartly Dressed Games,0.0,394.0,304930.0,2017
Smartly Dressed Games,0.0,63.0,304930.0,2017
Smartly Dressed Games,0.0,63.0,304930.0,2017
Smartly Dressed Games,0.0,63.0,304930.0,2017
Smartly Dressed Games,0.0,63.0,304930.0,2017
Smartly Dressed Games,0.0,243.0,304930.0,2017
Smartly Dressed Games,0.0,103.0,304930.0,2017
Smartly Dressed Games,0.0,106.0,304930.0,2017
Smartly Dressed Games,0.0,192.0,304930.0,2017
Smartly Dressed Games,0.0,20.0,304930.0,2017
Smartly Dressed Games,0.0,178.0,304930.0,2017
Smartly Dressed Games,0.0,38.0,304930.0,2017
Smartly Dressed Games,0.0,151.0,304930.0,2017
Smartly Dressed Games,0.0,114.0,304930.0,2017
Smartly Dressed Games,0.0,58.0,304930.0,2017
Smartly Dressed Games,0.0,149.0,304930.0,2017
Smartly Dressed Games,0.0,51.0,304930.0,2017
Smartly Dressed Games,0.0,62.0,304930.0,2017
Smartly Dressed Games,0.0,135.0,304930.0,2017
Smartly Dressed Games,0.0,127.0,304930.0,2017
Smartly Dressed Games,0.0,66.0,304930.0,2017
Smartly Dressed Games,0.0,65.0,304930.0,2017
Smartly Dressed Games,0.0,113.0,304930.0,2017
Smartly Dressed Games,0.0,71.0,304930.0,2017
Smartly Dressed Games,0.0,23.0,304930.0,2017
Smartly Dressed Games,0.0,98.0,304930.0,2017
Smartly Dressed Games,0.0,98.0,304930.0,2017
Smartly Dressed Games,0.0,98.0,304930.0,2017
Smartly Dressed Games,0.0,98.0,304930.0,2017
Smartly Dressed Games,0.0,50.0,304930.0,2017
Smartly Dressed Games,0.0,258.0,304930.0,2017
Smartly Dressed Games,0.0,55.0,304930.0,2017
Smartly Dressed Games,0.0,44.0,304930.0,2017
Smartly Dressed Games,0.0,44.0,304930.0,2017
Smartly Dressed Games,0.0,44.0,304930.0,2017
Smartly Dressed Games,0.0,44.0,304930.0,2017
Smartly Dressed Games,0.0,238.0,304930.0,2017
Smartly Dressed Games,0.0,43.0,304930.0,2017
Smartly Dressed Games,0.0,77.0,304930.0,2017
Smartly Dressed Games,0.0,19.0,304930.0,2017
Smartly Dressed Games,0.0,66.0,304930.0,2017
Smartly Dressed Games,0.0,62.0,304930.0,2017
Smartly Dressed Games,0.0,63.0,304930.0,2017
Smartly Dressed Games,0.0,278.0,304930.0,2017
Smartly Dressed Games,0.0,68.0,304930.0,2017
Smartly Dressed Games,0.0,68.0,304930.0,2017
Smartly Dressed Games,0.0,68.0,304930.0,2017
Smartly Dressed Games,0.0,68.0,304930.0,2017
Smartly Dressed Games,0.0,90.0,304930.0,2017
Smartly Dressed Games,0.0,238.0,304930.0,2017
Smartly Dressed Games,0.0,78.0,304930.0,2017
Smartly Dressed Games,0.0,70.0,304930.0,2017
Smartly Dressed Games,0.0,125.0,304930.0,2017
Smartly Dressed Games,0.0,88.0,304930.0,2017
Smartly Dressed Games,0.0,130.0,304930.0,2017
Smartly Dressed Games,0.0,108.0,304930.0,2017
Smartly Dressed Games,0.0,83.0,304930.0,2017
Smartly Dressed Games,0.0,59.0,304930.0,2017
Smartly Dressed Games,0.0,110.0,304930.0,2017
Smartly Dressed Games,0.0,142.0,304930.0,2017
Smartly Dressed Games,0.0,176.0,304930.0,2017
Smartly Dressed Games,0.0,15.0,304930.0,2017
Smartly Dressed Games,0.0,107.0,304930.0,2017
Smartly Dressed Games,0.0,46.0,304930.0,2017
Smartly Dressed Games,0.0,182.0,304930.0,2017
Smartly Dressed Games,0.0,59.0,304930.0,2017
Smartly Dressed Games,0.0,195.0,304930.0,2017
Smartly Dressed Games,0.0,36.0,304930.0,2017
Smartly Dressed Games,0.0,92.0,304930.0,2017
Smartly Dressed Games,0.0,74.0,304930.0,2017
Smartly Dressed Games,0.0,54.0,304930.0,2017
Smartly Dressed Games,0.0,131.0,304930.0,2017
Smartly Dressed Games,0.0,165.0,304930.0,2017
Smartly Dressed Games,0.0,228.0,304930.0,2017
Smartly Dressed Games,0.0,113.0,304930.0,2017
Smartly Dressed Games,0.0,160.0,304930.0,2017
Smartly Dressed Games,0.0,65.0,304930.0,2017
Smartly Dressed Games,0.0,47.0,304930.0,2017
Smartly Dressed Games,0.0,103.0,304930.0,2017
Smartly Dressed Games,0.0,97.0,304930.0,2017
Smartly Dressed Games,0.0,31.0,304930.0,2017
Smartly Dressed Games,0.0,43.0,304930.0,2017
Smartly Dressed Games,0.0,59.0,304930.0,2017
Smartly Dressed Games,0.0,36.0,304930.0,2017
Smartly Dressed Games,0.0,1051.0,304930.0,2017
Smartly Dressed Games,0.0,50.0,304930.0,2017
Smartly Dressed Games,0.0,84.0,304930.0,2017
Smartly Dressed Games,0.0,46.0,304930.0,2017
Smartly Dressed Games,0.0,74.0,304930.0,2017
Smartly Dressed Games,0.0,24.0,304930.0,2017
Smartly Dressed Games,0.0,129.0,304930.0,2017
Smartly Dressed Games,0.0,125.0,304930.0,2017
Smartly Dressed Games,0.0,78.0,304930.0,2017
Smartly Dressed Games,0.0,70.0,304930.0,2017
Smartly Dressed Games,0.0,78.0,304930.0,2017
Smartly Dressed Games,0.0,46.0,304930.0,2017
Smartly Dressed Games,0.0,46.0,304930.0,2017
Smartly Dressed Games,0.0,46.0,304930.0,2017
Smartly Dressed Games,0.0,46.0,304930.0,2017
Smartly Dressed Games,0.0,143.0,304930.0,2017
Smartly Dressed Games,0.0,19.0,304930.0,2017
Smartly Dressed Games,0.0,39.0,304930.0,2017
Smartly Dressed Games,0.0,60.0,304930.0,2017
Smartly Dressed Games,0.0,67.0,304930.0,2017
Smartly Dressed Games,0.0,170.0,304930.0,2017
Smartly Dressed Games,0.0,73.0,304930.0,2017
Smartly Dressed Games,0.0,107.0,304930.0,2017
Smartly Dressed Games,0.0,60.0,304930.0,2017
Smartly Dressed Games,0.0,55.0,304930.0,2017
Smartly Dressed Games,0.0,86.0,304930.0,2017
Smartly Dressed Games,0.0,106.0,304930.0,2017
Smartly Dressed Games,0.0,56.0,304930.0,2017
Smartly Dressed Games,0.0,27.0,304930.0,2017
Smartly Dressed Games,0.0,25.0,304930.0,2017
Smartly Dressed Games,0.0,192.0,304930.0,2017
Smartly Dressed Games,0.0,66.0,304930.0,2017
Smartly Dressed Games,0.0,66.0,304930.0,2017
Smartly Dressed Games,0.0,66.0,304930.0,2017
Smartly Dressed Games,0.0,66.0,304930.0,2017
Smartly Dressed Games,0.0,129.0,304930.0,2017
Smartly Dressed Games,0.0,61.0,304930.0,2017
Smartly Dressed Games,0.0,290.0,304930.0,2017
Smartly Dressed Games,0.0,142.0,304930.0,2017
Smartly Dressed Games,0.0,53.0,304930.0,2017
Smartly Dressed Games,0.0,38.0,304930.0,2017
Smartly Dressed Games,0.0,198.0,304930.0,2017
Smartly Dressed Games,0.0,83.0,304930.0,2017
Smartly Dressed Games,0.0,42.0,304930.0,2017
Smartly Dressed Games,0.0,43.0,304930.0,2017
Smartly Dressed Games,0.0,130.0,304930.0,2017
Smartly Dressed Games,0.0,81.0,304930.0,2017
Smartly Dressed Games,0.0,81.0,304930.0,2017
Smartly Dressed Games,0.0,81.0,304930.0,2017
Smartly Dressed Games,0.0,81.0,304930.0,2017
Smartly Dressed Games,0.0,25.0,304930.0,2017
Smartly Dressed Games,0.0,52.0,304930.0,2017
Smartly Dressed Games,0.0,76.0,304930.0,2017
Smartly Dressed Games,0.0,80.0,304930.0,2017
Smartly Dressed Games,0.0,201.0,304930.0,2017
Smartly Dressed Games,0.0,83.0,304930.0,2017
Smartly Dressed Games,0.0,79.0,304930.0,2017
Smartly Dressed Games,0.0,163.0,304930.0,2017
Smartly Dressed Games,0.0,79.0,304930.0,2017
Smartly Dressed Games,0.0,45.0,304930.0,2017
Smartly Dressed Games,0.0,80.0,304930.0,2017
Smartly Dressed Games,0.0,111.0,304930.0,2017
Smartly Dressed Games,0.0,111.0,304930.0,2017
Smartly Dressed Games,0.0,111.0,304930.0,2017
Smartly Dressed Games,0.0,111.0,304930.0,2017
Smartly Dressed Games,0.0,42.0,304930.0,2017
Smartly Dressed Games,0.0,50.0,304930.0,2017
Smartly Dressed Games,0.0,129.0,304930.0,2017
Smartly Dressed Games,0.0,127.0,304930.0,2017
Smartly Dressed Games,0.0,51.0,304930.0,2017
Smartly Dressed Games,0.0,42.0,304930.0,2017
Smartly Dressed Games,0.0,99.0,304930.0,2017
Smartly Dressed Games,0.0,98.0,304930.0,2017
Smartly Dressed Games,0.0,45.0,304930.0,2017
Smartly Dressed Games,0.0,51.0,304930.0,2017
Smartly Dressed Games,0.0,91.0,304930.0,2017
Smartly Dressed Games,0.0,169.0,304930.0,2017
Smartly Dressed Games,0.0,117.0,304930.0,2017
Smartly Dressed Games,0.0,52.0,304930.0,2017
Smartly Dressed Games,0.0,82.0,304930.0,2017
Smartly Dressed Games,0.0,80.0,304930.0,2017
Smartly Dressed Games,0.0,130.0,304930.0,2017
Smartly Dressed Games,0.0,81.0,304930.0,2017
Smartly Dressed Games,0.0,79.0,304930.0,2017
Smartly Dressed Games,0.0,42.0,304930.0,2017
Smartly Dressed Games,0.0,109.0,304930.0,2017
Smartly Dressed Games,0.0,31.0,304930.0,2017
Smartly Dressed Games,0.0,99.0,304930.0,2017
Smartly Dressed Games,0.0,33.0,304930.0,2017
Smartly Dressed Games,0.0,83.0,304930.0,2017
Smartly Dressed Games,0.0,38.0,304930.0,2017
Smartly Dressed Games,0.0,192.0,304930.0,2017
Smartly Dressed Games,0.0,45.0,304930.0,2017
Smartly Dressed Games,0.0,96.0,304930.0,2017
Smartly Dressed Games,0.0,67.0,304930.0,2017
Smartly Dressed Games,0.0,113.0,304930.0,2017
Smartly Dressed Games,0.0,110.0,304930.0,2017
Smartly Dressed Games,0.0,173.0,304930.0,2017
Smartly Dressed Games,0.0,34.0,304930.0,2017
Smartly Dressed Games,0.0,39.0,304930.0,2017
Smartly Dressed Games,0.0,75.0,304930.0,2017
Smartly Dressed Games,0.0,52.0,304930.0,2017
Smartly Dressed Games,0.0,30.0,304930.0,2017
Smartly Dressed Games,0.0,27.0,304930.0,2017
Smartly Dressed Games,0.0,33.0,304930.0,2017
Smartly Dressed Games,0.0,65.0,304930.0,2017
Smartly Dressed Games,0.0,154.0,304930.0,2017
Smartly Dressed Games,0.0,119.0,304930.0,2017
Smartly Dressed Games,0.0,22.0,304930.0,2017
Smartly Dressed Games,0.0,100.0,304930.0,2017
Smartly Dressed Games,0.0,74.0,304930.0,2017
Smartly Dressed Games,0.0,15.0,304930.0,2017
Smartly Dressed Games,0.0,189.0,304930.0,2017
Smartly Dressed Games,0.0,90.0,304930.0,2017
Smartly Dressed Games,0.0,76.0,304930.0,2017
Smartly Dressed Games,0.0,114.0,304930.0,2017
Smartly Dressed Games,0.0,97.0,304930.0,2017
Smartly Dressed Games,0.0,25.0,304930.0,2017
Smartly Dressed Games,0.0,87.0,304930.0,2017
Smartly Dressed Games,0.0,87.0,304930.0,2017
Smartly Dressed Games,0.0,87.0,304930.0,2017
Smartly Dressed Games,0.0,87.0,304930.0,2017
Smartly Dressed Games,0.0,90.0,304930.0,2017
Smartly Dressed Games,0.0,45.0,304930.0,2017
Smartly Dressed Games,0.0,2415.0,304930.0,2017
Smartly Dressed Games,0.0,59.0,304930.0,2017
Smartly Dressed Games,0.0,103.0,304930.0,2017
Smartly Dressed Games,0.0,49.0,304930.0,2017
Smartly Dressed Games,0.0,75.0,304930.0,2017
Smartly Dressed Games,0.0,170.0,304930.0,2017
Smartly Dressed Games,0.0,77.0,304930.0,2017
Smartly Dressed Games,0.0,97.0,304930.0,2017
Smartly Dressed Games,0.0,129.0,304930.0,2017
Smartly Dressed Games,0.0,125.0,304930.0,2017
Smartly Dressed Games,0.0,118.0,304930.0,2017
Smartly Dressed Games,0.0,41.0,304930.0,2017
Smartly Dressed Games,0.0,206.0,304930.0,2017
Smartly Dressed Games,0.0,31.0,304930.0,2017
Smartly Dressed Games,0.0,85.0,304930.0,2017
Smartly Dressed Games,0.0,141.0,304930.0,2017
Smartly Dressed Games,0.0,89.0,304930.0,2017
Smartly Dressed Games,0.0,55.0,304930.0,2017
Smartly Dressed Games,0.0,143.0,304930.0,2017
Smartly Dressed Games,0.0,77.0,304930.0,2017
Smartly Dressed Games,0.0,124.0,304930.0,2017
Smartly Dressed Games,0.0,98.0,304930.0,2017
Smartly Dressed Games,0.0,90.0,304930.0,2017
Smartly Dressed Games,0.0,124.0,304930.0,2017
Smartly Dressed Games,0.0,23.0,304930.0,2017
Smartly Dressed Games,0.0,195.0,304930.0,2017
Smartly Dressed Games,0.0,195.0,304930.0,2017
Smartly Dressed Games,0.0,195.0,304930.0,2017
Smartly Dressed Games,0.0,195.0,304930.0,2017
Smartly Dressed Games,0.0,88.0,304930.0,2017
Smartly Dressed Games,0.0,51.0,304930.0,2017
Smartly Dressed Games,0.0,121.0,304930.0,2017
Smartly Dressed Games,0.0,12.0,304930.0,2017
Smartly Dressed Games,0.0,31.0,304930.0,2017
Smartly Dressed Games,0.0,48.0,304930.0,2017
Smartly Dressed Games,0.0,82.0,304930.0,2017
Smartly Dressed Games,0.0,107.0,304930.0,2017
Smartly Dressed Games,0.0,20.0,304930.0,2017
Smartly Dressed Games,0.0,120.0,304930.0,2017
Smartly Dressed Games,0.0,100.0,304930.0,2017
Smartly Dressed Games,0.0,153.0,304930.0,2017
Smartly Dressed Games,0.0,166.0,304930.0,2017
Smartly Dressed Games,0.0,25.0,304930.0,2017
Smartly Dressed Games,0.0,130.0,304930.0,2017
Smartly Dressed Games,0.0,113.0,304930.0,2017
Smartly Dressed Games,0.0,73.0,304930.0,2017
Smartly Dressed Games,0.0,83.0,304930.0,2017
Smartly Dressed Games,0.0,214.0,304930.0,2017
Smartly Dressed Games,0.0,36.0,304930.0,2017
Smartly Dressed Games,0.0,54.0,304930.0,2017
Smartly Dressed Games,0.0,39.0,304930.0,2017
Smartly Dressed Games,0.0,52.0,304930.0,2017
Smartly Dressed Games,0.0,33.0,304930.0,2017
Smartly Dressed Games,0.0,37.0,304930.0,2017
Smartly Dressed Games,0.0,136.0,304930.0,2017
Smartly Dressed Games,0.0,49.0,304930.0,2017
Smartly Dressed Games,0.0,203.0,304930.0,2017
Smartly Dressed Games,0.0,50.0,304930.0,2017
Smartly Dressed Games,0.0,45.0,304930.0,2017
Smartly Dressed Games,0.0,45.0,304930.0,2017
Smartly Dressed Games,0.0,45.0,304930.0,2017
Smartly Dressed Games,0.0,45.0,304930.0,2017
Smartly Dressed Games,0.0,154.0,304930.0,2017
Smartly Dressed Games,0.0,43.0,304930.0,2017
Smartly Dressed Games,0.0,60.0,304930.0,2017
Smartly Dressed Games,0.0,25.0,304930.0,2017
Smartly Dressed Games,0.0,111.0,304930.0,2017
Smartly Dressed Games,0.0,48.0,304930.0,2017
Smartly Dressed Games,0.0,64.0,304930.0,2017
Smartly Dressed Games,0.0,41.0,304930.0,2017
Smartly Dressed Games,0.0,31.0,304930.0,2017
Smartly Dressed Games,0.0,44.0,304930.0,2017
Smartly Dressed Games,0.0,66.0,304930.0,2017
Smartly Dressed Games,0.0,44.0,304930.0,2017
Smartly Dressed Games,0.0,154.0,304930.0,2017
Smartly Dressed Games,0.0,47.0,304930.0,2017
Smartly Dressed Games,0.0,36.0,304930.0,2017
Smartly Dressed Games,0.0,72.0,304930.0,2017
Smartly Dressed Games,0.0,72.0,304930.0,2017
Smartly Dressed Games,0.0,72.0,304930.0,2017
Smartly Dressed Games,0.0,72.0,304930.0,2017
Smartly Dressed Games,0.0,30.0,304930.0,2017
Smartly Dressed Games,0.0,19.0,304930.0,2017
Smartly Dressed Games,0.0,42.0,304930.0,2017
Smartly Dressed Games,0.0,112.0,304930.0,2017
Smartly Dressed Games,0.0,94.0,304930.0,2017
Smartly Dressed Games,0.0,43.0,304930.0,2017
Smartly Dressed Games,0.0,168.0,304930.0,2017
Smartly Dressed Games,0.0,131.0,304930.0,2017
Smartly Dressed Games,0.0,23.0,304930.0,2017
Smartly Dressed Games,0.0,135.0,304930.0,2017
Smartly Dressed Games,0.0,34.0,304930.0,2017
Smartly Dressed Games,0.0,34.0,304930.0,2017
Smartly Dressed Games,0.0,282.0,304930.0,2017
Smartly Dressed Games,0.0,66.0,304930.0,2017
Smartly Dressed Games,0.0,93.0,304930.0,2017
Smartly Dressed Games,0.0,40.0,304930.0,2017
Smartly Dressed Games,0.0,50.0,304930.0,2017
Smartly Dressed Games,0.0,68.0,304930.0,2017
Smartly Dressed Games,0.0,92.0,304930.0,2017
Smartly Dressed Games,0.0,63.0,304930.0,2017
Smartly Dressed Games,0.0,76.0,304930.0,2017
Smartly Dressed Games,0.0,52.0,304930.0,2017
